time_period,pij_lndu_croplands_to_croplands,pij_lndu_croplands_to_forests_mangroves,pij_lndu_croplands_to_forests_primary,pij_lndu_croplands_to_forests_secondary,pij_lndu_croplands_to_grasslands,pij_lndu_croplands_to_other,pij_lndu_croplands_to_settlements,pij_lndu_croplands_to_wetlands,pij_lndu_forests_mangroves_to_croplands,pij_lndu_forests_mangroves_to_forests_mangroves,pij_lndu_forests_mangroves_to_forests_primary,pij_lndu_forests_mangroves_to_forests_secondary,pij_lndu_forests_mangroves_to_grasslands,pij_lndu_forests_mangroves_to_other,pij_lndu_forests_mangroves_to_settlements,pij_lndu_forests_mangroves_to_wetlands,pij_lndu_forests_primary_to_croplands,pij_lndu_forests_primary_to_forests_mangroves,pij_lndu_forests_primary_to_forests_primary,pij_lndu_forests_primary_to_forests_secondary,pij_lndu_forests_primary_to_grasslands,pij_lndu_forests_primary_to_other,pij_lndu_forests_primary_to_settlements,pij_lndu_forests_primary_to_wetlands,pij_lndu_forests_secondary_to_croplands,pij_lndu_forests_secondary_to_forests_mangroves,pij_lndu_forests_secondary_to_forests_primary,pij_lndu_forests_secondary_to_forests_secondary,pij_lndu_forests_secondary_to_grasslands,pij_lndu_forests_secondary_to_other,pij_lndu_forests_secondary_to_settlements,pij_lndu_forests_secondary_to_wetlands,pij_lndu_grasslands_to_croplands,pij_lndu_grasslands_to_forests_mangroves,pij_lndu_grasslands_to_forests_primary,pij_lndu_grasslands_to_forests_secondary,pij_lndu_grasslands_to_grasslands,pij_lndu_grasslands_to_other,pij_lndu_grasslands_to_settlements,pij_lndu_grasslands_to_wetlands,pij_lndu_other_to_croplands,pij_lndu_other_to_forests_mangroves,pij_lndu_other_to_forests_primary,pij_lndu_other_to_forests_secondary,pij_lndu_other_to_grasslands,pij_lndu_other_to_other,pij_lndu_other_to_settlements,pij_lndu_other_to_wetlands,pij_lndu_settlements_to_croplands,pij_lndu_settlements_to_forests_mangroves,pij_lndu_settlements_to_forests_primary,pij_lndu_settlements_to_forests_secondary,pij_lndu_settlements_to_grasslands,pij_lndu_settlements_to_other,pij_lndu_settlements_to_settlements,pij_lndu_settlements_to_wetlands,pij_lndu_wetlands_to_croplands,pij_lndu_wetlands_to_forests_mangroves,pij_lndu_wetlands_to_forests_primary,pij_lndu_wetlands_to_forests_secondary,pij_lndu_wetlands_to_grasslands,pij_lndu_wetlands_to_other,pij_lndu_wetlands_to_settlements,pij_lndu_wetlands_to_wetlands,country
10,0.98706170690925,0.0,0.0017655341842711995,7.549764360518553e-05,0.010099420935473098,0.0008243847083527394,3.565706586696222e-05,0.000137798553180843,0.005534143518518444,0.9944658564814816,0.0,0.0,0.0,0.0,0.0,0.0,0.006935499958761478,0.0,0.9811367065606137,0.0020875747621141717,0.006357883258770793,0.0034823354597398474,0.0,2.4093381610788983e-20,0.004646990740740698,0.0,0.0,0.9947891203703705,0.0,0.0005638888888888685,0.0,0.0,0.008545767568310218,0.0,0.0,2.268584728236253e-06,0.9890142469237775,0.0024377169231841814,0.0,0.0,0.0020423821281966162,0.0,9.55704137227963e-20,2.3716646019892577e-05,0.00030752964459894417,0.996893127778388,0.00030674700080575635,0.00042649680199079295,0.0025988424492133077,0.0,0.0,0.0,0.0,0.0005828132694868779,0.9968183442812998,0.0,0.010106964174019274,0.0,0.0,0.0,0.0,0.0005813007400701928,0.0,0.9893117350859105,argentina
11,0.9875252280349545,0.0,0.00176356740465616,3.7748821802592765e-05,0.010174535574886586,0.00041219235417636925,1.7828532933481124e-05,6.889927659042144e-05,0.005723668981481404,0.9942763310185185,0.0,0.0,0.0,0.0,0.0,0.0,0.007173017080636871,0.0,0.9803122219332518,0.00229076781523158,0.006747559974630938,0.0034764331962487626,0.0,2.4093381610788983e-20,0.004806134259259216,0.0,0.0,0.9946319212962964,0.0,0.0005619444444444241,0.0,0.0,0.00883418568201829,0.0,0.0,1.1342923641181257e-06,0.9899458215640256,0.0012188584615920907,0.0,0.0,0.0021123267216280072,0.0,9.549010245076034e-20,2.3714983773787422e-05,0.0003075080905413626,0.9968232577926608,0.000306725501601909,0.0004264669097940896,0.0026878439029534894,0.0,0.0,0.0,0.0,0.0005827612631022343,0.9967293948339442,0.0,0.010453093084088427,0.0,0.0,0.0,0.0,0.0005810974807438809,0.0,0.9889658094351678,argentina
12,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
13,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
14,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
15,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
16,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
17,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
18,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
19,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
20,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
21,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
22,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
23,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
24,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
25,0.9879887491606588,0.0,0.0017616006250411207,0.0,0.010249650214300075,0.0,0.0,0.0,0.005913194444444365,0.9940868055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.007410534202512264,0.0,0.97948773730589,0.002493960868348988,0.0071372366904910835,0.0034705309327576783,0.0,2.4093381610788983e-20,0.0049652777777777326,0.0,0.0,0.9944747222222223,0.0,0.0005599999999999797,0.0,0.0,0.009122603795726362,0.0,0.0,0.0,0.9908773962042737,0.0,0.0,0.0,0.0021822713150593982,0.0,9.540979117872438e-20,2.3713321527682268e-05,0.00030748653648378105,0.9967533878069337,0.0003067040023980616,0.0004264370175973862,0.002776845356693671,0.0,0.0,0.0,0.0,0.0005827092567175909,0.9966404453865887,0.0,0.01079922199415758,0.0,0.0,0.0,0.0,0.0005808942214175689,0.0,0.9886198837844249,argentina
