Nation,year,exports_agrc_bevs_and_spices_tonne,exports_agrc_cereals_tonne,exports_agrc_fibers_tonne,exports_agrc_fruits_tonne,exports_agrc_herbs_and_other_perennial_crops_tonne,exports_agrc_nuts_tonne,exports_agrc_other_annual_tonne,exports_agrc_other_woody_perennial_tonne,exports_agrc_pulses_tonne,exports_agrc_rice_tonne,exports_agrc_sugar_cane_tonne,exports_agrc_tubers_tonne,exports_agrc_vegetables_and_vines_tonne,exports_lvst_buffalo,exports_lvst_cattle_dairy,exports_lvst_cattle_nondairy,exports_lvst_chickens,exports_lvst_goats,exports_lvst_horses,exports_lvst_mules,exports_lvst_pigs,exports_lvst_sheep,frac_agrc_crop_demand_imported_bevs_and_spices,frac_agrc_crop_demand_imported_cereals,frac_agrc_crop_demand_imported_fibers,frac_agrc_crop_demand_imported_fruits,frac_agrc_crop_demand_imported_herbs_and_other_perennial_crops,frac_agrc_crop_demand_imported_nuts,frac_agrc_crop_demand_imported_other_annual,frac_agrc_crop_demand_imported_other_woody_perennial,frac_agrc_crop_demand_imported_pulses,frac_agrc_crop_demand_imported_rice,frac_agrc_crop_demand_imported_sugar_cane,frac_agrc_crop_demand_imported_tubers,frac_agrc_crop_demand_imported_vegetables_and_vines,frac_lvst_livestock_demand_imported_buffalo,frac_lvst_livestock_demand_imported_cattle_dairy,frac_lvst_livestock_demand_imported_cattle_nondairy,frac_lvst_livestock_demand_imported_chickens,frac_lvst_livestock_demand_imported_goats,frac_lvst_livestock_demand_imported_horses,frac_lvst_livestock_demand_imported_mules,frac_lvst_livestock_demand_imported_pigs,frac_lvst_livestock_demand_imported_sheep
Bahamas,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.18632075471698112,1.0,0.18459894476724772,1.0,1.0,1.0,1.0,0.6811594202898551,1.0,0.00022603585276372297,0.4285384437774186,0.2879194303550527,,0.0,0.005305039787798408,0.5445854918715167,0.07783121993878442,,0.0,0.02572096648480125,0.0
Bahamas,2013,0.0,0.013024602026049204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16625916870415647,0.0,0.18172101359906598,1.0,1.0,1.0,1.0,0.7034596375617792,1.0,0.0001738828029907842,0.4280639431616341,0.30434051951793345,,0.0,0.0,0.5379062293460795,0.057935536515707875,1.0,1.0,0.0,0.0
Bahamas,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09114927344782034,0.0,0.11319541029207232,1.0,1.0,1.0,1.0,0.5576923076923077,1.0,3.361909564632711e-05,0.2562517561112672,0.1673642356387988,,0.0,0.0013315579227696406,0.35211436319449796,0.027062418158009603,1.0,1.0,0.027804783200466657,0.0057246158481470315
Bahamas,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16620111731843576,1.0,0.14485668034730284,1.0,1.0,1.0,1.0,0.5503685503685504,1.0,4.9703436164220154e-05,0.3472117083017916,0.1989235254541377,,0.0,0.0026666666666666666,0.38062766781649027,0.014159292035398232,1.0,1.0,0.0,0.015334226589251156
Bahamas,2016,0.0,0.0,0.0,5.6554688383667005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.5060048038430744,0.0,0.10682472595012377,1.0,1.0,1.0,0.0,0.47696476964769646,1.0,0.0,0.3880375679683638,0.1661470047025148,,0.0,0.0,0.6322788240964712,0.0965729338546782,,,0.01007705986959099,0.055177304964539
Bahamas,2017,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.001151864201273113,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.64891846921797,,0.12372856609834045,1.0,1.0,1.0,0.0,0.27205882352941174,,0.0,0.4409981343283582,0.16762655350106093,,0.0,0.0,0.6396363267323891,0.021997360316761985,1.0,,0.02332361516034985,0.014692918013517485
Bahamas,2018,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.482240129634111e-05,0.0,,,0.0025097562848625738,0.0,1.0,0.7180043383947939,,0.12324308801710247,1.0,1.0,1.0,0.0,0.26181818181818184,0.0,0.0,0.48392817557082685,0.16782937013977445,,0.0,0.017287234042553192,0.6308849984143469,0.002332093336844567,,,0.0013908205841446455,0.0
Bahamas,2019,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.7157490396927016,,0.12538723910254404,1.0,1.0,1.0,1.0,0.3354632587859425,1.0,0.0,0.06778276847692936,0.18571143185336864,,0.0,0.0,0.6319721992589828,0.0,0.0,,0.015664773839827686,0.0
Barbados,2011,0.0,0.001095290251916758,0.0,0.04256691389874234,0.0,0.0,0.0,0.0,0.0,0.0,0.6485633802816902,0.0,0.4450146660999666,,0.0,0.0,0.14711499087705615,0.0,0.0048000000000000004,0.0,0.0,0.0,1.0,0.975667022411953,0.0,0.648306088604596,1.0,0.8633093525179856,1.0,1.0,0.3644067796610169,1.0,0.7152638305641776,0.8821471520717175,0.6156388846786689,,0.0,0.46883572483646335,0.05341541811002407,0.3220338983050848,0.02888368462138954,0.0,0.21745689655172415,0.0
Barbados,2012,0.0,0.004347826086956522,0.0,0.03626016260162602,0.0,0.0,0.0,0.0,0.0,0.0,0.3451506849315069,0.0,0.44486489682965763,,0.0,0.0,0.14958385455465253,0.15555555555555556,0.0024000000000000002,0.00023255813953488368,0.0,0.0,1.0,0.9696889477167439,0.0,0.6594656707842574,1.0,0.6481481481481481,1.0,1.0,0.14520676691729323,1.0,0.4613026819923371,0.8270885373300028,0.5929826518587027,,0.0,0.3952926605667757,0.051040486240258816,0.025641025641025644,0.022727272727272728,0.0013937282229965155,0.1992645368880717,0.0
Barbados,2013,0.0,0.005274261603375527,0.0,0.03726407485078238,0.0,0.0,0.0,0.0,0.0,0.0,0.551289063924443,0.0,0.40125029164119425,,0.0,0.0015178571428571428,0.1671127725966546,0.0,0.0,0.00046511627906976736,0.0,0.0,1.0,0.9712359687652513,0.0,0.632648036439739,1.0,0.6896551724137931,1.0,1.0,0.14132553606237816,1.0,0.7180726756174679,0.7868895966029724,0.5412133798919587,,0.0,0.3723285503123605,0.05149788500309917,0.1818181818181818,0.010292953285827397,0.002321262766945218,0.2027371839480399,0.0
Barbados,2014,0.0,0.002936857562408223,0.0,0.023052959501557634,0.0,0.0,0.0,0.0,0.0,0.0,0.25323225942303645,0.00040933278755628325,0.36695379651995297,,0.0,0.0,0.015302166549988998,0.0,0.0,0.00023529411764705883,0.0,0.0031297709923664126,1.0,0.979143629438506,0.0,0.6349455794191258,1.0,0.6981132075471698,1.0,1.0,0.2648068669527897,0.0,0.5081685296646603,0.78082929456112,0.5306480368221087,,0.0,0.33457887835176986,0.06314091092854272,0.26785714285714285,0.010375099760574623,0.001410105757931845,0.1664025356576862,0.0
Barbados,2015,0.0,0.030555555555555555,0.0,0.036267774404857005,0.0,0.0,0.0,0.0,0.0,0.0,0.4687480170061552,0.0,0.3536627918501161,,0.0,0.0012669683257918551,0.013407358022624835,0.0,0.0,0.001655629139072848,0.0,0.00261578704416064,1.0,0.9853077376441862,0.0,0.6311831244267808,1.0,0.7021276595744681,1.0,1.0,0.3408195429472025,1.0,0.6658417817514168,0.791234849815563,0.47329231777877606,,0.0,0.39602310732745516,0.05377586879301499,0.18136616068122918,0.008006405124099279,0.003305785123966942,0.14393268379096544,0.0
Barbados,2016,0.0,0.00261437908496732,0.0,0.018384663733500943,0.0,0.0,0.0,0.0,0.0,0.0,0.5306835190420754,0.0,0.4542867583863426,,0.0,9.101665604805679e-05,0.011438060816401365,0.0012790060295998539,0.000794912559618442,0.0009332711152589829,0.0,0.0017049666419570052,1.0,0.9858025380521752,0.0,0.6695583179053161,1.0,0.7708333333333334,1.0,1.0,0.23985374771480805,1.0,0.654674498286833,0.06648406374501992,0.6003207984071072,,0.0,0.408741737946087,0.054903399481070585,0.21153846153846154,0.020265003897116135,0.0016320820704126837,0.18025078369905953,0.0
Barbados,2017,0.0,0.006756756756756757,0.0,0.02825209562247749,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.47376789197733865,,0.0,0.0,0.01208393204755851,0.003280481137233461,0.0,0.0011671335200746963,0.0,0.0,1.0,0.9756048989345814,0.0,0.6682389103821083,1.0,0.16,1.0,1.0,0.2629455279085407,1.0,0.0,0.10919272048530097,0.628556476628922,,0.0,0.3963968581423062,0.0561963913306212,0.2817523999884685,0.007092198581560285,0.002098880597014925,0.16871185652572668,0.0
Barbados,2018,0.0,0.003861003861003861,0.0,0.02496589358799454,0.0,0.0,0.0,0.0,0.0,0.0,0.31087647729317897,0.0,0.3430422746636211,,0.0,0.0,0.015370431021729969,0.0023572076155938355,0.0,0.0016328434802892467,0.0,0.0,1.0,0.9837718838452668,1.0,0.6305505298526751,1.0,0.6842105263157895,1.0,1.0,0.2574193548387097,1.0,0.48168035375868606,0.07746478873239436,0.445614365374798,,0.0,0.4098522066601919,0.06337380071970594,0.17647058823529413,0.005511811023622047,0.0018656716417910447,0.16401062416998674,0.0
Barbados,2019,0.0,0.004213483146067416,0.0,0.020912034538586078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005178216967290929,,0.0,0.0001790350013427625,0.018579073626883953,0.0007217610970768676,0.0,0.0,0.0,0.0,1.0,0.9873433539219536,0.0,0.6409913921044821,1.0,0.7575757575757576,1.0,1.0,0.23875432525951557,1.0,0.0,0.7573723123990822,0.3666393218485097,,0.0,0.399390243902439,0.06060061622644432,0.25,0.014785992217898834,0.0013966480446927375,0.25674707427752563,0.0
Belize,2011,0.05982905982905983,0.05443725162051915,0.0,0.0008545705667419612,0.0,0.0,0.0,0.0,0.4603517432891083,0.06441334469333379,0.0,0.0,0.000663129973474801,,0.0,0.0003053124363932424,0.00023392110714251803,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.1802033024753317,0.0,0.0006653052549874793,1.0,0.028846153846153848,0.0900763358778626,1.0,0.02385935537881959,0.017488502702148242,0.0003209978447287565,0.46717436974789917,0.17269233785585444,,0.0,0.0029039187384328137,0.12811049278963102,0.0,0.001426533523537803,0.0,0.03683113273106324,0.015788327526132403
Belize,2012,0.3503184713375796,0.14007237514027412,0.0,0.0005347593582887701,0.0,0.0,0.04257332071901608,0.0,0.40346331289894455,0.23699251955601106,0.0,0.0,9.314456035767511e-05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5048543689320388,0.17572594455261278,0.0,0.0014567654109040138,1.0,0.034482758620689655,0.0019723865877712033,1.0,0.011208883301906558,0.025726974273177123,0.023833611044989277,0.4204663212435233,0.16478643118338132,,0.0,0.0010971838536710033,0.06632654370344712,0.0,0.0006891798759476224,0.0,0.01840855106888361,0.011764705882352943
Belize,2013,0.1895424836601307,0.031158864506567206,0.0,0.3298072308430651,0.0,0.0,0.0,0.0,0.4443722474911559,0.0,0.0,0.0,0.0,,0.0,0.0003977021652673442,0.00027754250872131766,0.0,0.0003448275862068966,0.0012903225806451613,0.0,0.0,0.4918032786885246,0.1482882647901342,0.0,0.00208426380824773,1.0,0.03546099290780142,0.022289296494079406,0.0,0.021114220300178073,0.014460684335458553,0.0006966116807846632,0.48250369640216856,0.21412054878988745,,0.0,0.0023287205243222465,0.07509089331899332,0.0,0.0008616232982939859,0.0,0.04173616499328634,0.01923076923076923
Belize,2014,0.2331288343558282,0.05891898798875543,,0.06923827066854481,0.0,0.0,0.0,0.0,0.41036191115962717,0.0,0.0,0.0,0.0,,0.0,0.0,0.0007779866693277071,0.0,0.0,0.0,0.0,0.0,0.622356495468278,0.038371914211038444,,0.0021467204430979684,1.0,0.008928571428571428,0.16078002780917547,0.0,0.03238252721510266,0.06336959610400017,0.001905850962454735,0.452549889135255,0.19194521662485592,,0.0,0.0020936569558859114,0.06670280489317458,0.0,0.0020826102047900035,0.0,0.10100446428571429,0.0
Belize,2015,0.0,0.14944336521095075,0.0,0.3195740994543715,0.0,0.0,0.0,0.0,0.39378632339362335,0.08089773385365047,0.0,0.0,0.002344273275284662,,0.0,0.0005476224461325104,0.00037519154249197873,0.0,0.0,0.0,0.0,0.0,0.59375,0.27761816982754434,0.0,0.0009539493979677556,1.0,0.00546448087431694,0.11948351688824778,1.0,0.01812263569983285,0.06317275322537858,0.01019744860648411,0.4394536380351983,0.19404802164355767,,0.0,0.006491222683222995,0.051417213459318975,0.0,0.007184399589462881,0.0,0.023409669211195926,0.0
Belize,2016,0.4463276836158192,0.0934591679185213,,0.021890390311442944,0.0,0.0,0.0,0.0,0.3650482262547,0.0,0.6489240396632093,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.014156806156806156,0.0,0.6356877323420075,0.25672786658024116,,0.003908829671408428,1.0,0.0,0.09292902975967578,1.0,0.019810725552050473,0.043616409096167263,0.010019163740659283,0.5461271676300578,0.13419502944405629,,0.0,0.003895877303802673,0.09139741582003555,0.0,0.001351579658726136,0.0,0.06571766118920724,0.0
Belize,2017,0.19760479041916168,0.0991373824028956,,0.3472239470869372,0.0,0.0,0.0,0.0,0.3639169953695764,0.0,0.6133357218627721,0.0,0.0,,0.0,0.0014664570045407163,9.145607797032738e-05,0.0,0.0,0.0,0.0,0.0,0.4334038054968288,0.1834409259592353,,0.004514824386161055,1.0,0.007936507936507936,0.04068507354402642,1.0,0.022403795466526093,0.047976931529031396,0.01011636062802367,0.48914285714285716,0.17283210332103321,,0.0,0.004116108438888575,0.09556977627597915,0.0,0.007807308970099668,0.002578981302385558,0.08545135845749341,0.03547189140735049
Belize,2018,0.011235955056179775,0.1842504230368704,0.0,0.02191538428067936,0.0,0.0,0.00390625,0.0,0.0,0.24153645236955332,0.7160609304859038,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5707317073170731,0.24835595787382211,0.0,0.004832985309200381,1.0,0.1452991452991453,0.05000672546166868,1.0,0.04359128174365127,0.09471685007779249,0.000198410073940821,0.5818782444549315,0.2848642432121606,,0.0,0.01284760929480652,0.016601587542714263,0.0,0.0019860973187686196,0.0,0.030336305590988436,0.03751124443606846
Belize,2019,0.0,0.10002246749234701,0.0,0.020859480498848202,0.0,0.0,0.0,0.0,0.0,0.10860064919696215,0.0,0.0,0.008628437893223082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5268817204301075,0.1884133215144992,0.0,0.0061518862828255135,1.0,0.19047619047619047,0.026518924302788845,1.0,0.03857404021937843,0.09363646427244464,0.0,0.5639187574671446,0.3575256290773532,,0.0,0.008005333999216201,0.022293421394514394,0.0,0.0013125512715340443,0.0,0.024070143606116236,0.028921544231752395
Bolivia (Plurinational State of),2011,0.170713925186473,0.018155218725902516,0.009038211496407371,0.11283507099261593,0.0,0.00018366715644575052,0.11253626917305244,0.0,0.28803663514824884,0.007314040211781318,0.0015680801280735601,5.749159738192111e-05,0.0023768243984151898,0.0,0.0,0.0,0.0017770774303808164,0.0,0.0,0.0,0.0,0.000161388823971482,0.03318186276112328,0.10245631752666967,0.046313092576779104,0.03383057142744374,1.0,0.010845136424930424,0.007468852779128734,0.00015442652434592046,0.012283317385789626,0.01957684675663794,0.06992502133725716,0.01515622277716476,0.007645001292961816,0.0,0.0,8.046550963770881e-05,0.00735179050685138,1.3305445120361055e-06,8.424860077115552e-07,0.0,0.0013150808724935066,2.279535236533994e-05
Bolivia (Plurinational State of),2012,0.11417396163158874,0.06856371258649942,0.01591549295774648,0.10289228214985749,0.0,1.904072811744321e-05,0.1814809438506528,0.0,0.3777612883171057,0.017692080561727802,0.011164758315819987,2.1447310468968422e-05,0.015563002303112103,0.0,0.0,0.0,0.0019325800177267545,0.0,0.0,0.0,0.0,0.0,0.026122568377943543,0.07092458289357415,0.01254283998162739,0.03613863124269963,1.0,0.003935477141041811,0.0048363569515273855,0.0003024888887158597,0.026283167788604875,0.008464190670047524,1.5267944797218794e-05,0.0070046078743080204,0.0061567923078597025,0.0,0.0,9.221048719729878e-05,0.008115855866985005,0.0,5.488600725153928e-07,0.0,0.000942915364777302,2.2744330975504356e-05
Bolivia (Plurinational State of),2013,0.09237624954835602,0.04289769881186882,0.008551724137931035,0.10444406225269125,0.0,1.5820782179470954e-05,0.2648969902605056,0.0,0.3384703587075575,0.0063474834888717704,0.02549859067618485,2.656028779547398e-05,0.025862162203085896,0.0,0.0,0.000108261629642761,0.00247453120039677,0.0,0.0,0.0,0.0,0.0,0.02332814930015552,0.07874613924414763,0.018569087930092845,0.042305531413160444,1.0,0.025192587965854673,0.0056822761581948955,0.002742827080007068,0.025082599813362253,0.10998888706662041,5.4664360824537346e-05,0.0165500877969496,0.019603958671676688,1.0,0.0,4.747427711270361e-05,0.009244163020349042,0.0,4.563653027071053e-06,4.18408291178698e-06,0.001488160367485818,7.967296187142743e-06
Bolivia (Plurinational State of),2014,0.11807476996332282,0.024396166013792842,0.0,0.08606626345497112,0.0,1.507329389154765e-05,0.15732586578293214,0.0,0.2639953605538339,0.0,0.021985203293638594,0.0006845718281139607,0.00266500195311787,,0.0,0.0001851667667377218,0.0016179498637723326,0.0,0.0,0.0,0.0,0.0,0.04100195913797929,0.1107054374747526,0.030236921379827603,0.028732044117236788,1.0,0.010323196610649898,0.0037199616218720473,0.003028773346794548,0.03183741581739079,0.19588358529114816,0.0004026340545625588,0.023911748275127983,0.025155024428407044,,0.0,1.5346385244032593e-05,0.006253957985749109,0.0,2.2725915418370894e-05,0.0,0.0017022638738523283,3.457416157658177e-05
Bolivia (Plurinational State of),2015,0.06520847142000442,0.06267872327721725,0.0,0.09373769594575,0.0,0.0,0.09673424564118127,0.0,0.1608462422683234,0.0028654997280196316,0.002075036383784842,9.78327433496139e-05,0.0019231105438906274,,0.0,0.0,0.0009626084937268134,0.0,0.0,0.0,0.0,0.0,0.025724530412184612,0.011586717973591803,0.02029330196895385,0.03363877420240351,1.0,7.242388249949303e-06,0.0051854065780181395,0.004067891709917239,0.018439670903095687,0.1034651629350296,0.002821793361625224,0.02090064133033997,0.04591471860541414,,0.0,1.6762113867944936e-05,0.006798255309291248,0.0,2.712803864551873e-06,0.0,0.002306619589703144,0.0
