country,time_period,frac_agrc_bevs_and_spices_cl1_temperate,frac_agrc_bevs_and_spices_cl1_tropical,frac_agrc_bevs_and_spices_cl2_dry,frac_agrc_bevs_and_spices_cl2_wet,frac_agrc_cereals_cl1_temperate,frac_agrc_cereals_cl1_tropical,frac_agrc_cereals_cl2_dry,frac_agrc_cereals_cl2_wet,frac_agrc_fibers_cl1_temperate,frac_agrc_fibers_cl1_tropical,frac_agrc_fibers_cl2_dry,frac_agrc_fibers_cl2_wet,frac_agrc_fruits_cl1_temperate,frac_agrc_fruits_cl1_tropical,frac_agrc_fruits_cl2_dry,frac_agrc_fruits_cl2_wet,frac_agrc_herbs_and_other_perennial_crops_cl1_temperate,frac_agrc_herbs_and_other_perennial_crops_cl1_tropical,frac_agrc_herbs_and_other_perennial_crops_cl2_dry,frac_agrc_herbs_and_other_perennial_crops_cl2_wet,frac_agrc_nuts_cl1_temperate,frac_agrc_nuts_cl1_tropical,frac_agrc_nuts_cl2_dry,frac_agrc_nuts_cl2_wet,frac_agrc_other_annual_cl1_temperate,frac_agrc_other_annual_cl1_tropical,frac_agrc_other_annual_cl2_dry,frac_agrc_other_annual_cl2_wet,frac_agrc_other_woody_perennial_cl1_temperate,frac_agrc_other_woody_perennial_cl1_tropical,frac_agrc_other_woody_perennial_cl2_dry,frac_agrc_other_woody_perennial_cl2_wet,frac_agrc_pulses_cl1_temperate,frac_agrc_pulses_cl1_tropical,frac_agrc_pulses_cl2_dry,frac_agrc_pulses_cl2_wet,frac_agrc_rice_cl1_temperate,frac_agrc_rice_cl1_tropical,frac_agrc_rice_cl2_dry,frac_agrc_rice_cl2_wet,frac_agrc_sugar_cane_cl1_temperate,frac_agrc_sugar_cane_cl1_tropical,frac_agrc_sugar_cane_cl2_dry,frac_agrc_sugar_cane_cl2_wet,frac_agrc_tubers_cl1_temperate,frac_agrc_tubers_cl1_tropical,frac_agrc_tubers_cl2_dry,frac_agrc_tubers_cl2_wet,frac_agrc_vegetables_and_vines_cl1_temperate,frac_agrc_vegetables_and_vines_cl1_tropical,frac_agrc_vegetables_and_vines_cl2_dry,frac_agrc_vegetables_and_vines_cl2_wet,frac_frst_mangroves_c1_temperate_nutrient_poor,frac_frst_mangroves_cl1_temperate_nutrient_rich,frac_frst_mangroves_cl1_tropical,frac_frst_primary_c1_temperate_nutrient_poor,frac_frst_primary_cl1_temperate_nutrient_rich,frac_frst_primary_cl1_tropical,frac_frst_secondary_c1_temperate_nutrient_poor,frac_frst_secondary_cl1_temperate_nutrient_rich,frac_frst_secondary_cl1_tropical,frac_lndu_grasslands_cl1_temperate,frac_lndu_grasslands_cl1_tropical,frac_lndu_grasslands_cl2_dry,frac_lndu_grasslands_cl2_wet,frac_lndu_other_cl2_dry,frac_lndu_other_cl2_wet,frac_lndu_settlements_cl2_dry,frac_lndu_settlements_cl2_wet
argentina,10,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,11,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,12,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,13,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,14,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,15,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,16,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,17,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,18,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,19,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,20,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,21,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,22,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,23,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
argentina,24,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,1.0,0.0,0.6850626819061522,0.3149373180938479,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479,0.6850626819061522,0.3149373180938479
