r,l,f,y,val,solvedtm
1,winterwd12,electricity,2020,1.055892865749567,2022-01-17 17:56:54.870
1,winterwd13,electricity,2020,1.055892865749567,2022-01-17 17:56:54.870
1,winterwd14,electricity,2020,1.055892865749567,2022-01-17 17:56:54.870
1,winterwd15,electricity,2020,1.055892865749567,2022-01-17 17:56:54.870
1,winterwd16,electricity,2020,1.055892865749567,2022-01-17 17:56:54.870
1,winterwd17,electricity,2020,1.055892865749567,2022-01-17 17:56:54.870
1,winterwd18,electricity,2020,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd19,electricity,2020,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd2,electricity,2020,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd20,electricity,2020,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd21,electricity,2020,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd22,electricity,2020,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd23,electricity,2020,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd3,electricity,2020,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd4,electricity,2020,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd5,electricity,2020,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd6,electricity,2020,0.796338906552726,2022-01-17 17:56:54.870
1,winterwd7,electricity,2020,1.055892865749567,2022-01-17 17:56:54.870
1,winterwd8,electricity,2020,1.055892865749567,2022-01-17 17:56:54.870
1,winterwd9,electricity,2020,0.469285702271473,2022-01-17 17:56:54.870
1,winterwe0,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe1,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe10,electricity,2020,0.42235716049102723,2022-01-17 17:56:54.870
1,winterwe11,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe12,electricity,2020,0.42235716049102723,2022-01-17 17:56:54.870
1,winterwe13,electricity,2020,0.42235716049102723,2022-01-17 17:56:54.870
1,winterwe14,electricity,2020,0.42235716049102723,2022-01-17 17:56:54.870
1,winterwe15,electricity,2020,0.42235716049102723,2022-01-17 17:56:54.870
1,winterwe16,electricity,2020,0.42235716049102723,2022-01-17 17:56:54.870
1,winterwe17,electricity,2020,0.42235716049102723,2022-01-17 17:56:54.870
1,winterwe18,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe19,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe2,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe20,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe21,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe22,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe23,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe3,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe4,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe5,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe6,electricity,2020,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe7,electricity,2020,0.42235716049102723,2022-01-17 17:56:54.870
1,winterwe8,electricity,2020,0.42235716049102723,2022-01-17 17:56:54.870
1,winterwe9,electricity,2020,0.42235716049102723,2022-01-17 17:56:54.870
1,winterwd16,gas,2020,-5.270312172506509e-13,2022-01-17 17:56:54.870
1,winterwe0,gas,2020,0.37542857443101796,2022-01-17 17:56:54.870
1,winterwe1,gas,2020,0.37542857443101796,2022-01-17 17:56:54.870
1,winterwe2,gas,2020,0.3754285744099262,2022-01-17 17:56:54.870
1,winterwe3,gas,2020,0.37542857443101796,2022-01-17 17:56:54.870
1,winterwe4,gas,2020,0.37542857443101796,2022-01-17 17:56:54.870
1,winterwe5,gas,2020,0.3754285744369102,2022-01-17 17:56:54.870
1,summerwd0,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd1,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd10,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd11,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd12,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd13,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd14,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd15,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd16,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd17,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd18,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd19,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd2,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd20,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd21,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd22,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd23,solar,2020,1.055894001045769,2022-01-17 17:56:54.870
1,summerwd3,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd4,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd5,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd6,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd7,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd8,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwd9,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,summerwe0,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe1,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe10,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe11,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe12,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe13,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe14,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe15,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe16,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe17,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe18,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe19,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe2,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe20,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe21,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe22,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe23,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe3,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe4,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe5,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe6,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe7,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe8,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwe9,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwd0,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd1,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd10,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd11,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd12,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd13,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd14,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd15,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd16,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd17,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd18,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd19,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd2,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd20,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd21,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd22,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd23,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd3,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd4,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd5,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd6,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd7,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd8,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwd9,solar,2020,1.0558928657495674,2022-01-17 17:56:54.870
1,winterwe0,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe1,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe10,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe11,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe12,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe13,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe14,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe15,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe16,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe17,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe18,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe19,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe2,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe20,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe21,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe22,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe23,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe3,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe4,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe5,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe6,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe7,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe8,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,winterwe9,solar,2020,0.4223571604910273,2022-01-17 17:56:54.870
1,summerwd0,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,summerwd1,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,summerwd10,electricity,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd11,electricity,2021,1.0558928665054679,2022-01-17 17:56:54.870
1,summerwd12,electricity,2021,1.0558928665054679,2022-01-17 17:56:54.870
1,summerwd13,electricity,2021,1.0558928665054679,2022-01-17 17:56:54.870
1,summerwd14,electricity,2021,1.0558928665054679,2022-01-17 17:56:54.870
1,summerwd15,electricity,2021,1.0558928665054679,2022-01-17 17:56:54.870
1,summerwd16,electricity,2021,1.0558928665054679,2022-01-17 17:56:54.870
1,summerwd17,electricity,2021,1.0558928665054679,2022-01-17 17:56:54.870
1,summerwd18,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,summerwd19,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,summerwd2,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,summerwd20,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,summerwd21,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,summerwd22,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,summerwd23,electricity,2021,0.4692862068480725,2022-01-17 17:56:54.870
1,summerwd3,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,summerwd4,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,summerwd5,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,summerwd6,electricity,2021,1.0558928665054679,2022-01-17 17:56:54.870
1,summerwd7,electricity,2021,1.0558928665054679,2022-01-17 17:56:54.870
1,summerwd8,electricity,2021,1.0558928665054679,2022-01-17 17:56:54.870
1,summerwd9,electricity,2021,1.0558928665054679,2022-01-17 17:56:54.870
1,summerwe0,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe1,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe10,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,summerwe11,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,summerwe12,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,summerwe13,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,summerwe14,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,summerwe15,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,summerwe16,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,summerwe17,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,summerwe18,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe19,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe2,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe20,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe21,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe22,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe23,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe3,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe4,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe5,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,summerwe6,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,summerwe7,electricity,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe8,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,summerwe9,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwd0,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd1,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd10,electricity,2021,1.055892866508526,2022-01-17 17:56:54.870
1,winterwd11,electricity,2021,1.055892866508526,2022-01-17 17:56:54.870
1,winterwd12,electricity,2021,1.055892866508526,2022-01-17 17:56:54.870
1,winterwd13,electricity,2021,1.055892866508526,2022-01-17 17:56:54.870
1,winterwd14,electricity,2021,1.055892866508526,2022-01-17 17:56:54.870
1,winterwd15,electricity,2021,1.055892866508526,2022-01-17 17:56:54.870
1,winterwd16,electricity,2021,1.055892866508526,2022-01-17 17:56:54.870
1,winterwd17,electricity,2021,1.055892866508526,2022-01-17 17:56:54.870
1,winterwd18,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd19,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd2,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd20,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd21,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd22,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd23,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd3,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd4,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd5,electricity,2021,0.46928570227199995,2022-01-17 17:56:54.870
1,winterwd6,electricity,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd7,electricity,2021,1.055892866508526,2022-01-17 17:56:54.870
1,winterwd8,electricity,2021,1.055892866508526,2022-01-17 17:56:54.870
1,winterwd9,electricity,2021,1.055892866508526,2022-01-17 17:56:54.870
1,winterwe0,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe1,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe10,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwe11,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwe12,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwe13,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwe14,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwe15,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwe16,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwe17,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwe18,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe19,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe2,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe20,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe21,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe22,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe23,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe3,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe4,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe5,electricity,2021,0.18771428721600003,2022-01-17 17:56:54.870
1,winterwe6,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwe7,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwe8,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,winterwe9,electricity,2021,0.42235716079461083,2022-01-17 17:56:54.870
1,summerwd0,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd1,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd10,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd11,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd12,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd13,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd14,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd15,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd16,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd17,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd18,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd19,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd2,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd20,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd21,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd22,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd23,solar,2021,1.055894001804728,2022-01-17 17:56:54.870
1,summerwd3,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd4,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd5,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd6,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd7,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd8,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwd9,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,summerwe0,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe1,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe10,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe11,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe12,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe13,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe14,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe15,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe16,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe17,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe18,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe19,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe2,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe20,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe21,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe22,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe23,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe3,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe4,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe5,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe6,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe7,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe8,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,summerwe9,solar,2021,0.4223571607946108,2022-01-17 17:56:54.870
1,winterwd0,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd1,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd10,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd11,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd12,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd13,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd14,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd15,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd16,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd17,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd18,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd19,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd2,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd20,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd21,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd22,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd23,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd3,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd4,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
1,winterwd5,solar,2021,1.0558928665085259,2022-01-17 17:56:54.870
