id,l,y,val
148,summerwe3,2021,0.005952381
149,summerwe4,2021,0.005952381
150,summerwe5,2021,0.005952381
151,summerwe6,2021,0.005952381
152,summerwe7,2021,0.005952381
153,summerwe8,2021,0.005952381
154,summerwe9,2021,0.005952381
155,summerwe10,2021,0.005952381
156,summerwe11,2021,0.005952381
157,summerwe12,2021,0.005952381
158,summerwe13,2021,0.005952381
159,summerwe14,2021,0.005952381
160,summerwe15,2021,0.005952381
161,summerwe16,2021,0.005952381
162,summerwe17,2021,0.005952381
163,summerwe18,2021,0.005952381
164,summerwe19,2021,0.005952381
165,summerwe20,2021,0.005952381
166,summerwe21,2021,0.005952381
167,summerwe22,2021,0.005952381
168,summerwe23,2021,0.005952381
169,summerwd0,2021,0.014880952
170,summerwd1,2021,0.014880952
171,summerwd2,2021,0.014880952
172,summerwd3,2021,0.014880952
173,summerwd4,2021,0.014880952
174,summerwd5,2021,0.014880952
175,summerwd6,2021,0.014880952
176,summerwd7,2021,0.014880952
177,summerwd8,2021,0.014880952
178,summerwd9,2021,0.014880952
179,summerwd10,2021,0.014880952
180,summerwd11,2021,0.014880952
181,summerwd12,2021,0.014880952
182,summerwd13,2021,0.014880952
183,summerwd14,2021,0.014880952
184,summerwd15,2021,0.014880952
185,summerwd16,2021,0.014880952
186,summerwd17,2021,0.014880952
187,summerwd18,2021,0.014880952
188,summerwd19,2021,0.014880952
189,summerwd20,2021,0.014880952
190,summerwd21,2021,0.014880952
191,summerwd22,2021,0.014880952
192,summerwd23,2021,0.0148809680000023
193,winterwe0,2022,0.005952381
194,winterwe1,2022,0.005952381
195,winterwe2,2022,0.005952381
196,winterwe3,2022,0.005952381
197,winterwe4,2022,0.005952381
198,winterwe5,2022,0.005952381
199,winterwe6,2022,0.005952381
200,winterwe7,2022,0.005952381
201,winterwe8,2022,0.005952381
202,winterwe9,2022,0.005952381
203,winterwe10,2022,0.005952381
204,winterwe11,2022,0.005952381
205,winterwe12,2022,0.005952381
206,winterwe13,2022,0.005952381
207,winterwe14,2022,0.005952381
208,winterwe15,2022,0.005952381
209,winterwe16,2022,0.005952381
210,winterwe17,2022,0.005952381
211,winterwe18,2022,0.005952381
212,winterwe19,2022,0.005952381
213,winterwe20,2022,0.005952381
214,winterwe21,2022,0.005952381
215,winterwe22,2022,0.005952381
216,winterwe23,2022,0.005952381
217,winterwd0,2022,0.014880952
218,winterwd1,2022,0.014880952
219,winterwd2,2022,0.014880952
220,winterwd3,2022,0.014880952
221,winterwd4,2022,0.014880952
222,winterwd5,2022,0.014880952
223,winterwd6,2022,0.014880952
224,winterwd7,2022,0.014880952
225,winterwd8,2022,0.014880952
226,winterwd9,2022,0.014880952
227,winterwd10,2022,0.014880952
228,winterwd11,2022,0.014880952
229,winterwd12,2022,0.014880952
230,winterwd13,2022,0.014880952
231,winterwd14,2022,0.014880952
232,winterwd15,2022,0.014880952
233,winterwd16,2022,0.014880952
234,winterwd17,2022,0.014880952
235,winterwd18,2022,0.014880952
236,winterwd19,2022,0.014880952
237,winterwd20,2022,0.014880952
238,winterwd21,2022,0.014880952
239,winterwd22,2022,0.014880952
240,winterwd23,2022,0.014880952
241,summerwe0,2022,0.005952381
242,summerwe1,2022,0.005952381
243,summerwe2,2022,0.005952381
244,summerwe3,2022,0.005952381
245,summerwe4,2022,0.005952381
246,summerwe5,2022,0.005952381
247,summerwe6,2022,0.005952381
248,summerwe7,2022,0.005952381
249,summerwe8,2022,0.005952381
250,summerwe9,2022,0.005952381
251,summerwe10,2022,0.005952381
252,summerwe11,2022,0.005952381
253,summerwe12,2022,0.005952381
254,summerwe13,2022,0.005952381
255,summerwe14,2022,0.005952381
256,summerwe15,2022,0.005952381
257,summerwe16,2022,0.005952381
258,summerwe17,2022,0.005952381
259,summerwe18,2022,0.005952381
260,summerwe19,2022,0.005952381
261,summerwe20,2022,0.005952381
262,summerwe21,2022,0.005952381
263,summerwe22,2022,0.005952381
264,summerwe23,2022,0.005952381
265,summerwd0,2022,0.014880952
266,summerwd1,2022,0.014880952
267,summerwd2,2022,0.014880952
268,summerwd3,2022,0.014880952
269,summerwd4,2022,0.014880952
270,summerwd5,2022,0.014880952
271,summerwd6,2022,0.014880952
272,summerwd7,2022,0.014880952
273,summerwd8,2022,0.014880952
274,summerwd9,2022,0.014880952
275,summerwd10,2022,0.014880952
276,summerwd11,2022,0.014880952
277,summerwd12,2022,0.014880952
278,summerwd13,2022,0.014880952
279,summerwd14,2022,0.014880952
280,summerwd15,2022,0.014880952
281,summerwd16,2022,0.014880952
282,summerwd17,2022,0.014880952
283,summerwd18,2022,0.014880952
284,summerwd19,2022,0.014880952
285,summerwd20,2022,0.014880952
286,summerwd21,2022,0.014880952
287,summerwd22,2022,0.014880952
288,summerwd23,2022,0.0148809680000023
289,winterwe0,2023,0.005952381
290,winterwe1,2023,0.005952381
291,winterwe2,2023,0.005952381
292,winterwe3,2023,0.005952381
293,winterwe4,2023,0.005952381
294,winterwe5,2023,0.005952381
295,winterwe6,2023,0.005952381
296,winterwe7,2023,0.005952381
297,winterwe8,2023,0.005952381
298,winterwe9,2023,0.005952381
299,winterwe10,2023,0.005952381
300,winterwe11,2023,0.005952381
301,winterwe12,2023,0.005952381
302,winterwe13,2023,0.005952381
303,winterwe14,2023,0.005952381
304,winterwe15,2023,0.005952381
305,winterwe16,2023,0.005952381
306,winterwe17,2023,0.005952381
307,winterwe18,2023,0.005952381
308,winterwe19,2023,0.005952381
309,winterwe20,2023,0.005952381
310,winterwe21,2023,0.005952381
311,winterwe22,2023,0.005952381
312,winterwe23,2023,0.005952381
313,winterwd0,2023,0.014880952
314,winterwd1,2023,0.014880952
315,winterwd2,2023,0.014880952
316,winterwd3,2023,0.014880952
317,winterwd4,2023,0.014880952
318,winterwd5,2023,0.014880952
319,winterwd6,2023,0.014880952
320,winterwd7,2023,0.014880952
321,winterwd8,2023,0.014880952
322,winterwd9,2023,0.014880952
323,winterwd10,2023,0.014880952
324,winterwd11,2023,0.014880952
325,winterwd12,2023,0.014880952
326,winterwd13,2023,0.014880952
327,winterwd14,2023,0.014880952
328,winterwd15,2023,0.014880952
329,winterwd16,2023,0.014880952
330,winterwd17,2023,0.014880952
331,winterwd18,2023,0.014880952
332,winterwd19,2023,0.014880952
333,winterwd20,2023,0.014880952
334,winterwd21,2023,0.014880952
335,winterwd22,2023,0.014880952
336,winterwd23,2023,0.014880952
337,summerwe0,2023,0.005952381
338,summerwe1,2023,0.005952381
339,summerwe2,2023,0.005952381
340,summerwe3,2023,0.005952381
341,summerwe4,2023,0.005952381
342,summerwe5,2023,0.005952381
343,summerwe6,2023,0.005952381
344,summerwe7,2023,0.005952381
345,summerwe8,2023,0.005952381
346,summerwe9,2023,0.005952381
347,summerwe10,2023,0.005952381
348,summerwe11,2023,0.005952381
349,summerwe12,2023,0.005952381
350,summerwe13,2023,0.005952381
351,summerwe14,2023,0.005952381
352,summerwe15,2023,0.005952381
353,summerwe16,2023,0.005952381
354,summerwe17,2023,0.005952381
355,summerwe18,2023,0.005952381
356,summerwe19,2023,0.005952381
357,summerwe20,2023,0.005952381
358,summerwe21,2023,0.005952381
359,summerwe22,2023,0.005952381
360,summerwe23,2023,0.005952381
361,summerwd0,2023,0.014880952
362,summerwd1,2023,0.014880952
363,summerwd2,2023,0.014880952
364,summerwd3,2023,0.014880952
365,summerwd4,2023,0.014880952
366,summerwd5,2023,0.014880952
367,summerwd6,2023,0.014880952
368,summerwd7,2023,0.014880952
369,summerwd8,2023,0.014880952
370,summerwd9,2023,0.014880952
371,summerwd10,2023,0.014880952
372,summerwd11,2023,0.014880952
373,summerwd12,2023,0.014880952
374,summerwd13,2023,0.014880952
375,summerwd14,2023,0.014880952
376,summerwd15,2023,0.014880952
377,summerwd16,2023,0.014880952
378,summerwd17,2023,0.014880952
379,summerwd18,2023,0.014880952
380,summerwd19,2023,0.014880952
381,summerwd20,2023,0.014880952
382,summerwd21,2023,0.014880952
383,summerwd22,2023,0.014880952
384,summerwd23,2023,0.0148809680000023
385,winterwe0,2024,0.005952381
386,winterwe1,2024,0.005952381
387,winterwe2,2024,0.005952381
388,winterwe3,2024,0.005952381
389,winterwe4,2024,0.005952381
390,winterwe5,2024,0.005952381
391,winterwe6,2024,0.005952381
392,winterwe7,2024,0.005952381
393,winterwe8,2024,0.005952381
394,winterwe9,2024,0.005952381
395,winterwe10,2024,0.005952381
396,winterwe11,2024,0.005952381
397,winterwe12,2024,0.005952381
398,winterwe13,2024,0.005952381
399,winterwe14,2024,0.005952381
400,winterwe15,2024,0.005952381
401,winterwe16,2024,0.005952381
402,winterwe17,2024,0.005952381
403,winterwe18,2024,0.005952381
404,winterwe19,2024,0.005952381
405,winterwe20,2024,0.005952381
406,winterwe21,2024,0.005952381
407,winterwe22,2024,0.005952381
408,winterwe23,2024,0.005952381
409,winterwd0,2024,0.014880952
410,winterwd1,2024,0.014880952
411,winterwd2,2024,0.014880952
412,winterwd3,2024,0.014880952
413,winterwd4,2024,0.014880952
414,winterwd5,2024,0.014880952
415,winterwd6,2024,0.014880952
416,winterwd7,2024,0.014880952
417,winterwd8,2024,0.014880952
418,winterwd9,2024,0.014880952
419,winterwd10,2024,0.014880952
420,winterwd11,2024,0.014880952
421,winterwd12,2024,0.014880952
422,winterwd13,2024,0.014880952
423,winterwd14,2024,0.014880952
424,winterwd15,2024,0.014880952
425,winterwd16,2024,0.014880952
426,winterwd17,2024,0.014880952
427,winterwd18,2024,0.014880952
428,winterwd19,2024,0.014880952
429,winterwd20,2024,0.014880952
430,winterwd21,2024,0.014880952
431,winterwd22,2024,0.014880952
432,winterwd23,2024,0.014880952
433,summerwe0,2024,0.005952381
434,summerwe1,2024,0.005952381
435,summerwe2,2024,0.005952381
436,summerwe3,2024,0.005952381
437,summerwe4,2024,0.005952381
438,summerwe5,2024,0.005952381
439,summerwe6,2024,0.005952381
440,summerwe7,2024,0.005952381
441,summerwe8,2024,0.005952381
442,summerwe9,2024,0.005952381
443,summerwe10,2024,0.005952381
444,summerwe11,2024,0.005952381
445,summerwe12,2024,0.005952381
446,summerwe13,2024,0.005952381
447,summerwe14,2024,0.005952381
448,summerwe15,2024,0.005952381
449,summerwe16,2024,0.005952381
450,summerwe17,2024,0.005952381
451,summerwe18,2024,0.005952381
452,summerwe19,2024,0.005952381
453,summerwe20,2024,0.005952381
454,summerwe21,2024,0.005952381
455,summerwe22,2024,0.005952381
456,summerwe23,2024,0.005952381
457,summerwd0,2024,0.014880952
458,summerwd1,2024,0.014880952
459,summerwd2,2024,0.014880952
460,summerwd3,2024,0.014880952
461,summerwd4,2024,0.014880952
462,summerwd5,2024,0.014880952
463,summerwd6,2024,0.014880952
464,summerwd7,2024,0.014880952
465,summerwd8,2024,0.014880952
466,summerwd9,2024,0.014880952
467,summerwd10,2024,0.014880952
468,summerwd11,2024,0.014880952
469,summerwd12,2024,0.014880952
470,summerwd13,2024,0.014880952
471,summerwd14,2024,0.014880952
472,summerwd15,2024,0.014880952
473,summerwd16,2024,0.014880952
474,summerwd17,2024,0.014880952
475,summerwd18,2024,0.014880952
476,summerwd19,2024,0.014880952
477,summerwd20,2024,0.014880952
478,summerwd21,2024,0.014880952
479,summerwd22,2024,0.014880952
480,summerwd23,2024,0.0148809680000023
481,winterwe0,2025,0.005952381
482,winterwe1,2025,0.005952381
483,winterwe2,2025,0.005952381
484,winterwe3,2025,0.005952381
485,winterwe4,2025,0.005952381
486,winterwe5,2025,0.005952381
487,winterwe6,2025,0.005952381
488,winterwe7,2025,0.005952381
489,winterwe8,2025,0.005952381
490,winterwe9,2025,0.005952381
491,winterwe10,2025,0.005952381
492,winterwe11,2025,0.005952381
493,winterwe12,2025,0.005952381
494,winterwe13,2025,0.005952381
495,winterwe14,2025,0.005952381
496,winterwe15,2025,0.005952381
497,winterwe16,2025,0.005952381
498,winterwe17,2025,0.005952381
499,winterwe18,2025,0.005952381
500,winterwe19,2025,0.005952381
501,winterwe20,2025,0.005952381
502,winterwe21,2025,0.005952381
503,winterwe22,2025,0.005952381
504,winterwe23,2025,0.005952381
505,winterwd0,2025,0.014880952
506,winterwd1,2025,0.014880952
507,winterwd2,2025,0.014880952
508,winterwd3,2025,0.014880952
509,winterwd4,2025,0.014880952
510,winterwd5,2025,0.014880952
511,winterwd6,2025,0.014880952
512,winterwd7,2025,0.014880952
513,winterwd8,2025,0.014880952
514,winterwd9,2025,0.014880952
515,winterwd10,2025,0.014880952
516,winterwd11,2025,0.014880952
517,winterwd12,2025,0.014880952
518,winterwd13,2025,0.014880952
519,winterwd14,2025,0.014880952
520,winterwd15,2025,0.014880952
521,winterwd16,2025,0.014880952
522,winterwd17,2025,0.014880952
523,winterwd18,2025,0.014880952
524,winterwd19,2025,0.014880952
525,winterwd20,2025,0.014880952
526,winterwd21,2025,0.014880952
527,winterwd22,2025,0.014880952
528,winterwd23,2025,0.014880952
529,summerwe0,2025,0.005952381
530,summerwe1,2025,0.005952381
531,summerwe2,2025,0.005952381
532,summerwe3,2025,0.005952381
533,summerwe4,2025,0.005952381
534,summerwe5,2025,0.005952381
535,summerwe6,2025,0.005952381
536,summerwe7,2025,0.005952381
537,summerwe8,2025,0.005952381
538,summerwe9,2025,0.005952381
539,summerwe10,2025,0.005952381
540,summerwe11,2025,0.005952381
541,summerwe12,2025,0.005952381
542,summerwe13,2025,0.005952381
543,summerwe14,2025,0.005952381
544,summerwe15,2025,0.005952381
545,summerwe16,2025,0.005952381
546,summerwe17,2025,0.005952381
547,summerwe18,2025,0.005952381
548,summerwe19,2025,0.005952381
549,summerwe20,2025,0.005952381
550,summerwe21,2025,0.005952381
551,summerwe22,2025,0.005952381
552,summerwe23,2025,0.005952381
553,summerwd0,2025,0.014880952
554,summerwd1,2025,0.014880952
555,summerwd2,2025,0.014880952
556,summerwd3,2025,0.014880952
557,summerwd4,2025,0.014880952
558,summerwd5,2025,0.014880952
559,summerwd6,2025,0.014880952
560,summerwd7,2025,0.014880952
561,summerwd8,2025,0.014880952
562,summerwd9,2025,0.014880952
563,summerwd10,2025,0.014880952
564,summerwd11,2025,0.014880952
565,summerwd12,2025,0.014880952
566,summerwd13,2025,0.014880952
567,summerwd14,2025,0.014880952
568,summerwd15,2025,0.014880952
569,summerwd16,2025,0.014880952
570,summerwd17,2025,0.014880952
571,summerwd18,2025,0.014880952
572,summerwd19,2025,0.014880952
573,summerwd20,2025,0.014880952
574,summerwd21,2025,0.014880952
575,summerwd22,2025,0.014880952
576,summerwd23,2025,0.0148809680000023
577,winterwe0,2026,0.005952381
578,winterwe1,2026,0.005952381
579,winterwe2,2026,0.005952381
580,winterwe3,2026,0.005952381
581,winterwe4,2026,0.005952381
582,winterwe5,2026,0.005952381
583,winterwe6,2026,0.005952381
584,winterwe7,2026,0.005952381
585,winterwe8,2026,0.005952381
586,winterwe9,2026,0.005952381
587,winterwe10,2026,0.005952381
588,winterwe11,2026,0.005952381
589,winterwe12,2026,0.005952381
590,winterwe13,2026,0.005952381
591,winterwe14,2026,0.005952381
592,winterwe15,2026,0.005952381
593,winterwe16,2026,0.005952381
594,winterwe17,2026,0.005952381
595,winterwe18,2026,0.005952381
596,winterwe19,2026,0.005952381
597,winterwe20,2026,0.005952381
598,winterwe21,2026,0.005952381
599,winterwe22,2026,0.005952381
600,winterwe23,2026,0.005952381
601,winterwd0,2026,0.014880952
602,winterwd1,2026,0.014880952
603,winterwd2,2026,0.014880952
604,winterwd3,2026,0.014880952
605,winterwd4,2026,0.014880952
606,winterwd5,2026,0.014880952
607,winterwd6,2026,0.014880952
608,winterwd7,2026,0.014880952
609,winterwd8,2026,0.014880952
610,winterwd9,2026,0.014880952
611,winterwd10,2026,0.014880952
612,winterwd11,2026,0.014880952
613,winterwd12,2026,0.014880952
614,winterwd13,2026,0.014880952
615,winterwd14,2026,0.014880952
616,winterwd15,2026,0.014880952
617,winterwd16,2026,0.014880952
618,winterwd17,2026,0.014880952
619,winterwd18,2026,0.014880952
620,winterwd19,2026,0.014880952
621,winterwd20,2026,0.014880952
622,winterwd21,2026,0.014880952
623,winterwd22,2026,0.014880952
624,winterwd23,2026,0.014880952
625,summerwe0,2026,0.005952381
626,summerwe1,2026,0.005952381
627,summerwe2,2026,0.005952381
628,summerwe3,2026,0.005952381
629,summerwe4,2026,0.005952381
630,summerwe5,2026,0.005952381
631,summerwe6,2026,0.005952381
632,summerwe7,2026,0.005952381
633,summerwe8,2026,0.005952381
634,summerwe9,2026,0.005952381
635,summerwe10,2026,0.005952381
636,summerwe11,2026,0.005952381
637,summerwe12,2026,0.005952381
638,summerwe13,2026,0.005952381
639,summerwe14,2026,0.005952381
640,summerwe15,2026,0.005952381
641,summerwe16,2026,0.005952381
642,summerwe17,2026,0.005952381
643,summerwe18,2026,0.005952381
644,summerwe19,2026,0.005952381
645,summerwe20,2026,0.005952381
646,summerwe21,2026,0.005952381
647,summerwe22,2026,0.005952381
648,summerwe23,2026,0.005952381
649,summerwd0,2026,0.014880952
650,summerwd1,2026,0.014880952
651,summerwd2,2026,0.014880952
652,summerwd3,2026,0.014880952
653,summerwd4,2026,0.014880952
654,summerwd5,2026,0.014880952
655,summerwd6,2026,0.014880952
656,summerwd7,2026,0.014880952
657,summerwd8,2026,0.014880952
658,summerwd9,2026,0.014880952
659,summerwd10,2026,0.014880952
660,summerwd11,2026,0.014880952
661,summerwd12,2026,0.014880952
662,summerwd13,2026,0.014880952
663,summerwd14,2026,0.014880952
664,summerwd15,2026,0.014880952
665,summerwd16,2026,0.014880952
666,summerwd17,2026,0.014880952
667,summerwd18,2026,0.014880952
668,summerwd19,2026,0.014880952
669,summerwd20,2026,0.014880952
670,summerwd21,2026,0.014880952
671,summerwd22,2026,0.014880952
672,summerwd23,2026,0.0148809680000023
673,winterwe0,2027,0.005952381
674,winterwe1,2027,0.005952381
675,winterwe2,2027,0.005952381
676,winterwe3,2027,0.005952381
677,winterwe4,2027,0.005952381
678,winterwe5,2027,0.005952381
679,winterwe6,2027,0.005952381
680,winterwe7,2027,0.005952381
681,winterwe8,2027,0.005952381
682,winterwe9,2027,0.005952381
683,winterwe10,2027,0.005952381
684,winterwe11,2027,0.005952381
685,winterwe12,2027,0.005952381
686,winterwe13,2027,0.005952381
687,winterwe14,2027,0.005952381
688,winterwe15,2027,0.005952381
689,winterwe16,2027,0.005952381
690,winterwe17,2027,0.005952381
691,winterwe18,2027,0.005952381
692,winterwe19,2027,0.005952381
693,winterwe20,2027,0.005952381
694,winterwe21,2027,0.005952381
695,winterwe22,2027,0.005952381
696,winterwe23,2027,0.005952381
697,winterwd0,2027,0.014880952
698,winterwd1,2027,0.014880952
699,winterwd2,2027,0.014880952
700,winterwd3,2027,0.014880952
701,winterwd4,2027,0.014880952
702,winterwd5,2027,0.014880952
703,winterwd6,2027,0.014880952
704,winterwd7,2027,0.014880952
705,winterwd8,2027,0.014880952
706,winterwd9,2027,0.014880952
707,winterwd10,2027,0.014880952
708,winterwd11,2027,0.014880952
709,winterwd12,2027,0.014880952
710,winterwd13,2027,0.014880952
711,winterwd14,2027,0.014880952
712,winterwd15,2027,0.014880952
713,winterwd16,2027,0.014880952
714,winterwd17,2027,0.014880952
715,winterwd18,2027,0.014880952
716,winterwd19,2027,0.014880952
717,winterwd20,2027,0.014880952
718,winterwd21,2027,0.014880952
719,winterwd22,2027,0.014880952
720,winterwd23,2027,0.014880952
721,summerwe0,2027,0.005952381
722,summerwe1,2027,0.005952381
723,summerwe2,2027,0.005952381
724,summerwe3,2027,0.005952381
725,summerwe4,2027,0.005952381
726,summerwe5,2027,0.005952381
727,summerwe6,2027,0.005952381
728,summerwe7,2027,0.005952381
729,summerwe8,2027,0.005952381
730,summerwe9,2027,0.005952381
731,summerwe10,2027,0.005952381
732,summerwe11,2027,0.005952381
733,summerwe12,2027,0.005952381
734,summerwe13,2027,0.005952381
735,summerwe14,2027,0.005952381
736,summerwe15,2027,0.005952381
737,summerwe16,2027,0.005952381
738,summerwe17,2027,0.005952381
739,summerwe18,2027,0.005952381
740,summerwe19,2027,0.005952381
741,summerwe20,2027,0.005952381
742,summerwe21,2027,0.005952381
743,summerwe22,2027,0.005952381
744,summerwe23,2027,0.005952381
745,summerwd0,2027,0.014880952
746,summerwd1,2027,0.014880952
747,summerwd2,2027,0.014880952
748,summerwd3,2027,0.014880952
749,summerwd4,2027,0.014880952
750,summerwd5,2027,0.014880952
751,summerwd6,2027,0.014880952
752,summerwd7,2027,0.014880952
753,summerwd8,2027,0.014880952
754,summerwd9,2027,0.014880952
755,summerwd10,2027,0.014880952
756,summerwd11,2027,0.014880952
757,summerwd12,2027,0.014880952
758,summerwd13,2027,0.014880952
759,summerwd14,2027,0.014880952
760,summerwd15,2027,0.014880952
761,summerwd16,2027,0.014880952
762,summerwd17,2027,0.014880952
763,summerwd18,2027,0.014880952
764,summerwd19,2027,0.014880952
765,summerwd20,2027,0.014880952
766,summerwd21,2027,0.014880952
767,summerwd22,2027,0.014880952
768,summerwd23,2027,0.0148809680000023
769,winterwe0,2028,0.005952381
770,winterwe1,2028,0.005952381
771,winterwe2,2028,0.005952381
772,winterwe3,2028,0.005952381
773,winterwe4,2028,0.005952381
774,winterwe5,2028,0.005952381
775,winterwe6,2028,0.005952381
776,winterwe7,2028,0.005952381
777,winterwe8,2028,0.005952381
778,winterwe9,2028,0.005952381
779,winterwe10,2028,0.005952381
780,winterwe11,2028,0.005952381
781,winterwe12,2028,0.005952381
782,winterwe13,2028,0.005952381
783,winterwe14,2028,0.005952381
784,winterwe15,2028,0.005952381
785,winterwe16,2028,0.005952381
786,winterwe17,2028,0.005952381
787,winterwe18,2028,0.005952381
788,winterwe19,2028,0.005952381
789,winterwe20,2028,0.005952381
790,winterwe21,2028,0.005952381
791,winterwe22,2028,0.005952381
792,winterwe23,2028,0.005952381
793,winterwd0,2028,0.014880952
794,winterwd1,2028,0.014880952
795,winterwd2,2028,0.014880952
796,winterwd3,2028,0.014880952
797,winterwd4,2028,0.014880952
798,winterwd5,2028,0.014880952
799,winterwd6,2028,0.014880952
800,winterwd7,2028,0.014880952
801,winterwd8,2028,0.014880952
802,winterwd9,2028,0.014880952
803,winterwd10,2028,0.014880952
804,winterwd11,2028,0.014880952
805,winterwd12,2028,0.014880952
806,winterwd13,2028,0.014880952
807,winterwd14,2028,0.014880952
808,winterwd15,2028,0.014880952
809,winterwd16,2028,0.014880952
810,winterwd17,2028,0.014880952
811,winterwd18,2028,0.014880952
812,winterwd19,2028,0.014880952
813,winterwd20,2028,0.014880952
814,winterwd21,2028,0.014880952
815,winterwd22,2028,0.014880952
816,winterwd23,2028,0.014880952
817,summerwe0,2028,0.005952381
818,summerwe1,2028,0.005952381
819,summerwe2,2028,0.005952381
820,summerwe3,2028,0.005952381
821,summerwe4,2028,0.005952381
